Hostname,LocalIP,HostType,OSVersion,Product,CVE ID,CVE Description,Status,Severity,Created Date,Closed Date,Base Score,CVSS Version,Vector,Vendor Advisory,References,Recommended Remediations,Remediation Details,Remediation Links,Tags,Vulnerable Product Versions,Asset Criticality,Vulnerability ID,Types
INTERNALTOOLS-0239,10.20.52.30,Server,RHEL 8,Microsoft Exchange Server,CVE-2024-49040,A spoofing vulnerability in Microsoft Exchange Server allows message header manipulation.,Closed,Medium,2025-11-20,2026-04-06,6.5,3.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N,https://vendor-advisories.example.com/CVE-2024-49040,https://nvd.nist.gov/vuln/detail/CVE-2024-49040,Include in next scheduled patch cycle.,Update Microsoft Exchange Server to a version above 2019.,https://downloads.example.com/microsoft-exchange-server,Internal-Tools,Microsoft Exchange Server <= 2019,Critical,VULN-4489198,Software Vulnerability
INTERNALTOOLS-0253,10.18.223.175,Workstation,macOS 14,Apache Log4j,CVE-2021-44228,Log4Shell — a JNDI injection vulnerability allows unauthenticated remote code execution.,Closed,Critical,2026-05-31,2026-06-13,10.0,3.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H,https://vendor-advisories.example.com/CVE-2021-44228,https://nvd.nist.gov/vuln/detail/CVE-2021-44228,Apply vendor patch immediately; isolate host from network if patch unavailable within 24h.,Update Apache Log4j to a version above 2.14.1.,https://downloads.example.com/apache-log4j,Internal-Tools,Apache Log4j <= 2.14.1,Critical,VULN-7882997,Software Vulnerability
INTERNALTOOLS-0253,10.18.223.175,Workstation,macOS 14,Microsoft Edge,CVE-2024-38178,A memory corruption vulnerability in the Scripting Engine allows remote code execution.,Closed,High,2026-05-28,2026-05-29,7.5,3.1,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H,https://vendor-advisories.example.com/CVE-2024-38178,https://nvd.nist.gov/vuln/detail/CVE-2024-38178,Schedule patch within next maintenance window; apply compensating WAF/firewall rule if delayed.,Update Microsoft Edge to a version above Chromium-based.,https://downloads.example.com/microsoft-edge,Internal-Tools,Microsoft Edge <= Chromium-based,Critical,VULN-3358634,Software Vulnerability
INTERNALTOOLS-0253,10.18.223.175,Workstation,macOS 14,ConnectWise ScreenConnect,CVE-2024-1709,An authentication bypass in ScreenConnect allows an attacker to create an administrative account.,Open,Critical,2026-03-07,,10.0,3.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,https://vendor-advisories.example.com/CVE-2024-1709,https://nvd.nist.gov/vuln/detail/CVE-2024-1709,Apply vendor patch immediately; isolate host from network if patch unavailable within 24h.,Update ConnectWise ScreenConnect to a version above 23.9.,https://downloads.example.com/connectwise-screenconnect,Internal-Tools,ConnectWise ScreenConnect <= 23.9,Critical,VULN-9593404,Software Vulnerability
INTERNALTOOLS-0254,10.18.150.15,Server,Windows Server 2022,Windows Common Log File System Driver,CVE-2024-49138,A privilege escalation vulnerability allows an attacker to gain SYSTEM privileges.,Reopened,High,2025-11-27,2025-12-07,7.8,3.1,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,https://vendor-advisories.example.com/CVE-2024-49138,https://nvd.nist.gov/vuln/detail/CVE-2024-49138,Schedule patch within next maintenance window; apply compensating WAF/firewall rule if delayed.,Update Windows Common Log File System Driver to a version above Windows Server 2019.,https://downloads.example.com/windows-common-log-file-system-driver,Internal-Tools,Windows Common Log File System Driver <= Windows Server 2019,Critical,VULN-5875071,Software Vulnerability
INTERNALTOOLS-0254,10.18.150.15,Server,Windows Server 2022,Apache ActiveMQ,CVE-2023-46604,A deserialization vulnerability in ActiveMQ's OpenWire protocol allows remote code execution.,Closed,Critical,2026-07-20,2026-07-30,9.8,3.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,https://vendor-advisories.example.com/CVE-2023-46604,https://nvd.nist.gov/vuln/detail/CVE-2023-46604,Apply vendor patch immediately; isolate host from network if patch unavailable within 24h.,Update Apache ActiveMQ to a version above 5.18.,https://downloads.example.com/apache-activemq,Internal-Tools,Apache ActiveMQ <= 5.18,Critical,VULN-9570152,Software Vulnerability
INTERNALTOOLS-0254,10.18.150.15,Server,Windows Server 2022,JetBrains TeamCity,CVE-2024-27198,An authentication bypass vulnerability in TeamCity allows unauthorized administrative access.,Open,Critical,2025-10-31,,9.8,3.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,https://vendor-advisories.example.com/CVE-2024-27198,https://nvd.nist.gov/vuln/detail/CVE-2024-27198,Apply vendor patch immediately; isolate host from network if patch unavailable within 24h.,Update JetBrains TeamCity to a version above 2023.11.,https://downloads.example.com/jetbrains-teamcity,Internal-Tools,JetBrains TeamCity <= 2023.11,Critical,VULN-9661473,Software Vulnerability
INTERNALTOOLS-0254,10.18.150.15,Server,Windows Server 2022,Microsoft SharePoint Server,CVE-2023-29357,A privilege escalation vulnerability in SharePoint Server allows an attacker to gain administrator privileges.,Closed,Critical,2025-12-16,2025-12-29,9.8,3.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,https://vendor-advisories.example.com/CVE-2023-29357,https://nvd.nist.gov/vuln/detail/CVE-2023-29357,Apply vendor patch immediately; isolate host from network if patch unavailable within 24h.,Update Microsoft SharePoint Server to a version above Subscription Edition.,https://downloads.example.com/microsoft-sharepoint-server,Internal-Tools,Microsoft SharePoint Server <= Subscription Edition,Critical,VULN-3288458,Software Vulnerability
INTERNALTOOLS-0254,10.18.150.15,Server,Windows Server 2022,Apache Log4j,CVE-2021-44228,Log4Shell — a JNDI injection vulnerability allows unauthenticated remote code execution.,Open,Critical,2026-01-26,,10.0,3.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H,https://vendor-advisories.example.com/CVE-2021-44228,https://nvd.nist.gov/vuln/detail/CVE-2021-44228,Apply vendor patch immediately; isolate host from network if patch unavailable within 24h.,Update Apache Log4j to a version above 2.14.1.,https://downloads.example.com/apache-log4j,Internal-Tools,Apache Log4j <= 2.14.1,Critical,VULN-3596701,Software Vulnerability
INTERNALTOOLS-0254,10.18.150.15,Server,Windows Server 2022,xz-utils,CVE-2024-3094,A backdoor was discovered in xz-utils that allows remote code execution via SSH.,Open,Critical,2026-03-07,,10.0,3.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H,https://vendor-advisories.example.com/CVE-2024-3094,https://nvd.nist.gov/vuln/detail/CVE-2024-3094,Apply vendor patch immediately; isolate host from network if patch unavailable within 24h.,Update xz-utils to a version above 5.6.0.,https://downloads.example.com/xz-utils,Internal-Tools,xz-utils <= 5.6.0,Critical,VULN-1108226,Software Vulnerability
INTERNALTOOLS-0254,10.18.150.15,Server,Windows Server 2022,Microsoft Office,CVE-2023-36884,A vulnerability in Microsoft Office allows remote code execution via a crafted document.,Open,High,2026-06-09,,7.8,3.1,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H,https://vendor-advisories.example.com/CVE-2023-36884,https://nvd.nist.gov/vuln/detail/CVE-2023-36884,Schedule patch within next maintenance window; apply compensating WAF/firewall rule if delayed.,Update Microsoft Office to a version above 2021.,https://downloads.example.com/microsoft-office,Internal-Tools,Microsoft Office <= 2021,Critical,VULN-4367185,Software Vulnerability
INTERNALTOOLS-0254,10.18.150.15,Server,Windows Server 2022,VMware Aria Operations,CVE-2023-20887,A command injection vulnerability allows remote code execution on the appliance.,Closed,High,2025-12-01,2026-01-08,8.6,3.1,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H,https://vendor-advisories.example.com/CVE-2023-20887,https://nvd.nist.gov/vuln/detail/CVE-2023-20887,Schedule patch within next maintenance window; apply compensating WAF/firewall rule if delayed.,Update VMware Aria Operations to a version above 8.10.,https://downloads.example.com/vmware-aria-operations,Internal-Tools,VMware Aria Operations <= 8.10,Critical,VULN-5147429,Software Vulnerability
INTERNALTOOLS-0254,10.18.150.15,Server,Windows Server 2022,WordPress Backup Migration Plugin,CVE-2023-6553,A remote code execution vulnerability in the Backup Migration WordPress plugin.,Reopened,High,2026-01-16,2026-03-02,8.8,3.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,https://vendor-advisories.example.com/CVE-2023-6553,https://nvd.nist.gov/vuln/detail/CVE-2023-6553,Schedule patch within next maintenance window; apply compensating WAF/firewall rule if delayed.,Update WordPress Backup Migration Plugin to a version above 1.3.7.,https://downloads.example.com/wordpress-backup-migration-plugin,Internal-Tools,WordPress Backup Migration Plugin <= 1.3.7,Critical,VULN-9485991,Software Vulnerability
INTERNALTOOLS-0254,10.18.150.15,Server,Windows Server 2022,OpenSSH,CVE-2024-6387,A signal handler race condition in OpenSSH server allows unauthenticated remote code execution.,Closed,Critical,2026-05-19,2026-06-04,9.8,3.1,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,https://vendor-advisories.example.com/CVE-2024-6387,https://nvd.nist.gov/vuln/detail/CVE-2024-6387,Apply vendor patch immediately; isolate host from network if patch unavailable within 24h.,Update OpenSSH to a version above 8.9p1.,https://downloads.example.com/openssh,Internal-Tools,OpenSSH <= 8.9p1,Critical,VULN-4087744,Software Vulnerability
INTERNALTOOLS-0254,10.18.150.15,Server,Windows Server 2022,nginx,CVE-2023-44487,HTTP/2 Rapid Reset allows a denial-of-service attack against affected servers.,Open,High,2026-02-01,,7.5,3.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,https://vendor-advisories.example.com/CVE-2023-44487,https://nvd.nist.gov/vuln/detail/CVE-2023-44487,Schedule patch within next maintenance window; apply compensating WAF/firewall rule if delayed.,Update nginx to a version above 1.24.,https://downloads.example.com/nginx,Internal-Tools,nginx <= 1.24,Critical,VULN-5366631,Software Vulnerability
INTERNALTOOLS-0254,10.18.150.15,Server,Windows Server 2022,Spring Framework,CVE-2022-22965,Spring4Shell — a remote code execution vulnerability in Spring MVC/WebFlux applications.,Open,Critical,2026-05-16,,9.8,3.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,https://vendor-advisories.example.com/CVE-2022-22965,https://nvd.nist.gov/vuln/detail/CVE-2022-22965,Apply vendor patch immediately; isolate host from network if patch unavailable within 24h.,Update Spring Framework to a version above 5.3.17.,https://downloads.example.com/spring-framework,Internal-Tools,Spring Framework <= 5.3.17,Critical,VULN-3066894,Software Vulnerability
INTERNALTOOLS-0254,10.18.150.15,Server,Windows Server 2022,libwebp,CVE-2023-4863,A heap buffer overflow in libwebp's image decoding can lead to remote code execution.,Reopened,High,2026-05-13,2026-05-30,8.8,3.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,https://vendor-advisories.example.com/CVE-2023-4863,https://nvd.nist.gov/vuln/detail/CVE-2023-4863,Schedule patch within next maintenance window; apply compensating WAF/firewall rule if delayed.,Update libwebp to a version above 1.3.1.,https://downloads.example.com/libwebp,Internal-Tools,libwebp <= 1.3.1,Critical,VULN-3377099,Software Vulnerability
INTERNALTOOLS-0255,10.16.102.123,Workstation,macOS 14,PAN-OS,CVE-2024-3400,A command injection vulnerability in PAN-OS GlobalProtect allows unauthenticated RCE.,Closed,Critical,2026-02-21,2026-03-03,10.0,3.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H,https://vendor-advisories.example.com/CVE-2024-3400,https://nvd.nist.gov/vuln/detail/CVE-2024-3400,Apply vendor patch immediately; isolate host from network if patch unavailable within 24h.,Update PAN-OS to a version above 11.1.,https://downloads.example.com/pan-os,Internal-Tools,PAN-OS <= 11.1,Critical,VULN-8127514,Software Vulnerability
INTERNALTOOLS-0255,10.16.102.123,Workstation,macOS 14,Microsoft Exchange Server,CVE-2024-49040,A spoofing vulnerability in Microsoft Exchange Server allows message header manipulation.,Closed,Medium,2025-12-18,2026-02-05,6.5,3.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N,https://vendor-advisories.example.com/CVE-2024-49040,https://nvd.nist.gov/vuln/detail/CVE-2024-49040,Include in next scheduled patch cycle.,Update Microsoft Exchange Server to a version above 2019.,https://downloads.example.com/microsoft-exchange-server,Internal-Tools,Microsoft Exchange Server <= 2019,Critical,VULN-7533541,Software Vulnerability
INTERNALTOOLS-0255,10.16.102.123,Workstation,macOS 14,Apache Log4j,CVE-2021-44228,Log4Shell — a JNDI injection vulnerability allows unauthenticated remote code execution.,Open,Critical,2025-10-09,,10.0,3.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H,https://vendor-advisories.example.com/CVE-2021-44228,https://nvd.nist.gov/vuln/detail/CVE-2021-44228,Apply vendor patch immediately; isolate host from network if patch unavailable within 24h.,Update Apache Log4j to a version above 2.14.1.,https://downloads.example.com/apache-log4j,Internal-Tools,Apache Log4j <= 2.14.1,Critical,VULN-1571826,Software Vulnerability
INTERNALTOOLS-0255,10.16.102.123,Workstation,macOS 14,Microsoft Outlook,CVE-2024-21413,A vulnerability in Microsoft Outlook allows remote code execution via a crafted email.,Closed,Critical,2026-05-19,2026-06-13,9.8,3.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:H,https://vendor-advisories.example.com/CVE-2024-21413,https://nvd.nist.gov/vuln/detail/CVE-2024-21413,Apply vendor patch immediately; isolate host from network if patch unavailable within 24h.,Update Microsoft Outlook to a version above 2021.,https://downloads.example.com/microsoft-outlook,Internal-Tools,Microsoft Outlook <= 2021,Critical,VULN-8689839,Software Vulnerability
INTERNALTOOLS-0255,10.16.102.123,Workstation,macOS 14,MOVEit Transfer,CVE-2023-34362,A SQL injection vulnerability in MOVEit Transfer allows unauthenticated remote code execution.,Closed,Critical,2026-02-22,2026-02-23,9.8,3.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,https://vendor-advisories.example.com/CVE-2023-34362,https://nvd.nist.gov/vuln/detail/CVE-2023-34362,Apply vendor patch immediately; isolate host from network if patch unavailable within 24h.,Update MOVEit Transfer to a version above 2023.0.,https://downloads.example.com/moveit-transfer,Internal-Tools,MOVEit Transfer <= 2023.0,Critical,VULN-9399318,Software Vulnerability
INTERNALTOOLS-0255,10.16.102.123,Workstation,macOS 14,PHP,CVE-2024-4577,A CGI argument injection vulnerability in PHP on Windows allows remote code execution.,Closed,Critical,2026-06-18,2026-07-05,9.8,3.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,https://vendor-advisories.example.com/CVE-2024-4577,https://nvd.nist.gov/vuln/detail/CVE-2024-4577,Apply vendor patch immediately; isolate host from network if patch unavailable within 24h.,Update PHP to a version above 8.1.,https://downloads.example.com/php,Internal-Tools,PHP <= 8.1,Critical,VULN-3927571,Software Vulnerability
INTERNALTOOLS-0255,10.16.102.123,Workstation,macOS 14,FortiOS,CVE-2024-21762,An out-of-bounds write vulnerability in FortiOS SSL-VPN allows unauthenticated RCE.,Closed,Critical,2025-12-20,2025-12-26,9.8,3.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,https://vendor-advisories.example.com/CVE-2024-21762,https://nvd.nist.gov/vuln/detail/CVE-2024-21762,Apply vendor patch immediately; isolate host from network if patch unavailable within 24h.,Update FortiOS to a version above 7.4.,https://downloads.example.com/fortios,Internal-Tools,FortiOS <= 7.4,Critical,VULN-6692359,Software Vulnerability
INTERNALTOOLS-0255,10.16.102.123,Workstation,macOS 14,Windows Common Log File System Driver,CVE-2024-49138,A privilege escalation vulnerability allows an attacker to gain SYSTEM privileges.,Open,High,2026-05-27,,7.8,3.1,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,https://vendor-advisories.example.com/CVE-2024-49138,https://nvd.nist.gov/vuln/detail/CVE-2024-49138,Schedule patch within next maintenance window; apply compensating WAF/firewall rule if delayed.,Update Windows Common Log File System Driver to a version above Windows Server 2019.,https://downloads.example.com/windows-common-log-file-system-driver,Internal-Tools,Windows Common Log File System Driver <= Windows Server 2019,Critical,VULN-3349469,Software Vulnerability
INTERNALTOOLS-0256,10.29.247.98,Server,RHEL 9,FortiOS SSL-VPN,CVE-2023-27997,A heap buffer overflow in FortiOS SSL-VPN allows unauthenticated remote code execution.,Closed,Critical,2026-02-13,2026-02-16,9.8,3.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,https://vendor-advisories.example.com/CVE-2023-27997,https://nvd.nist.gov/vuln/detail/CVE-2023-27997,Apply vendor patch immediately; isolate host from network if patch unavailable within 24h.,Update FortiOS SSL-VPN to a version above 7.2.,https://downloads.example.com/fortios-ssl-vpn,Internal-Tools,FortiOS SSL-VPN <= 7.2,Critical,VULN-7774201,Software Vulnerability
INTERNALTOOLS-0256,10.29.247.98,Server,RHEL 9,Apache Log4j,CVE-2021-44228,Log4Shell — a JNDI injection vulnerability allows unauthenticated remote code execution.,Closed,Critical,2025-11-07,2025-12-03,10.0,3.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H,https://vendor-advisories.example.com/CVE-2021-44228,https://nvd.nist.gov/vuln/detail/CVE-2021-44228,Apply vendor patch immediately; isolate host from network if patch unavailable within 24h.,Update Apache Log4j to a version above 2.14.1.,https://downloads.example.com/apache-log4j,Internal-Tools,Apache Log4j <= 2.14.1,Critical,VULN-3670591,Software Vulnerability
INTERNALTOOLS-0256,10.29.247.98,Server,RHEL 9,curl,CVE-2023-38545,A heap buffer overflow in curl's SOCKS5 proxy handling can lead to a crash or code execution.,Closed,High,2026-01-30,2026-03-18,7.5,3.1,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,https://vendor-advisories.example.com/CVE-2023-38545,https://nvd.nist.gov/vuln/detail/CVE-2023-38545,Schedule patch within next maintenance window; apply compensating WAF/firewall rule if delayed.,Update curl to a version above 8.3.0.,https://downloads.example.com/curl,Internal-Tools,curl <= 8.3.0,Critical,VULN-4884505,Software Vulnerability
INTERNALTOOLS-0256,10.29.247.98,Server,RHEL 9,MOVEit Transfer,CVE-2023-34362,A SQL injection vulnerability in MOVEit Transfer allows unauthenticated remote code execution.,Closed,Critical,2026-02-02,2026-02-22,9.8,3.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,https://vendor-advisories.example.com/CVE-2023-34362,https://nvd.nist.gov/vuln/detail/CVE-2023-34362,Apply vendor patch immediately; isolate host from network if patch unavailable within 24h.,Update MOVEit Transfer to a version above 2023.0.,https://downloads.example.com/moveit-transfer,Internal-Tools,MOVEit Transfer <= 2023.0,Critical,VULN-7443851,Software Vulnerability
INTERNALTOOLS-0256,10.29.247.98,Server,RHEL 9,Windows TCP/IP Stack,CVE-2024-38063,An integer underflow in the Windows TCP/IP stack allows unauthenticated remote code execution.,Open,Critical,2026-05-07,,9.8,3.1,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,https://vendor-advisories.example.com/CVE-2024-38063,https://nvd.nist.gov/vuln/detail/CVE-2024-38063,Apply vendor patch immediately; isolate host from network if patch unavailable within 24h.,Update Windows TCP/IP Stack to a version above Windows Server 2022.,https://downloads.example.com/windows-tcp/ip-stack,Internal-Tools,Windows TCP/IP Stack <= Windows Server 2022,Critical,VULN-2038956,Software Vulnerability
INTERNALTOOLS-0256,10.29.247.98,Server,RHEL 9,VMware Aria Operations,CVE-2023-20887,A command injection vulnerability allows remote code execution on the appliance.,Closed,High,2026-02-09,2026-03-06,8.6,3.1,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H,https://vendor-advisories.example.com/CVE-2023-20887,https://nvd.nist.gov/vuln/detail/CVE-2023-20887,Schedule patch within next maintenance window; apply compensating WAF/firewall rule if delayed.,Update VMware Aria Operations to a version above 8.10.,https://downloads.example.com/vmware-aria-operations,Internal-Tools,VMware Aria Operations <= 8.10,Critical,VULN-1494247,Software Vulnerability
INTERNALTOOLS-0256,10.29.247.98,Server,RHEL 9,Microsoft SharePoint Server,CVE-2023-29357,A privilege escalation vulnerability in SharePoint Server allows an attacker to gain administrator privileges.,Closed,Critical,2026-01-01,2026-01-10,9.8,3.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,https://vendor-advisories.example.com/CVE-2023-29357,https://nvd.nist.gov/vuln/detail/CVE-2023-29357,Apply vendor patch immediately; isolate host from network if patch unavailable within 24h.,Update Microsoft SharePoint Server to a version above Subscription Edition.,https://downloads.example.com/microsoft-sharepoint-server,Internal-Tools,Microsoft SharePoint Server <= Subscription Edition,Critical,VULN-7335562,Software Vulnerability
INTERNALTOOLS-0256,10.29.247.98,Server,RHEL 9,Microsoft Edge,CVE-2024-38178,A memory corruption vulnerability in the Scripting Engine allows remote code execution.,Open,High,2025-12-11,,7.5,3.1,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H,https://vendor-advisories.example.com/CVE-2024-38178,https://nvd.nist.gov/vuln/detail/CVE-2024-38178,Schedule patch within next maintenance window; apply compensating WAF/firewall rule if delayed.,Update Microsoft Edge to a version above Chromium-based.,https://downloads.example.com/microsoft-edge,Internal-Tools,Microsoft Edge <= Chromium-based,Critical,VULN-4350987,Software Vulnerability
INTERNALTOOLS-0257,10.9.115.53,Server,Windows Server 2019,curl,CVE-2023-38545,A heap buffer overflow in curl's SOCKS5 proxy handling can lead to a crash or code execution.,Open,High,2025-10-21,,7.5,3.1,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,https://vendor-advisories.example.com/CVE-2023-38545,https://nvd.nist.gov/vuln/detail/CVE-2023-38545,Schedule patch within next maintenance window; apply compensating WAF/firewall rule if delayed.,Update curl to a version above 8.3.0.,https://downloads.example.com/curl,Internal-Tools,curl <= 8.3.0,Critical,VULN-1087850,Software Vulnerability
INTERNALTOOLS-0257,10.9.115.53,Server,Windows Server 2019,Veeam Backup,CVE-2024-29849,An authentication bypass vulnerability allows unauthorized access to Veeam Backup Enterprise Manager.,Open,High,2026-04-06,,8.1,3.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,https://vendor-advisories.example.com/CVE-2024-29849,https://nvd.nist.gov/vuln/detail/CVE-2024-29849,Schedule patch within next maintenance window; apply compensating WAF/firewall rule if delayed.,Update Veeam Backup to a version above 12.1.,https://downloads.example.com/veeam-backup,Internal-Tools,Veeam Backup <= 12.1,Critical,VULN-2207374,Software Vulnerability
INTERNALTOOLS-0257,10.9.115.53,Server,Windows Server 2019,Windows Hyper-V,CVE-2024-38080,A privilege escalation vulnerability in Windows Hyper-V allows an attacker to gain SYSTEM privileges.,Closed,Critical,2026-03-27,2026-04-05,7.8,3.1,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,https://vendor-advisories.example.com/CVE-2024-38080,https://nvd.nist.gov/vuln/detail/CVE-2024-38080,Apply vendor patch immediately; isolate host from network if patch unavailable within 24h.,Update Windows Hyper-V to a version above Windows Server 2022.,https://downloads.example.com/windows-hyper-v,Internal-Tools,Windows Hyper-V <= Windows Server 2022,Critical,VULN-9324443,Software Vulnerability
INTERNALTOOLS-0257,10.9.115.53,Server,Windows Server 2019,VMware Aria Operations,CVE-2023-20887,A command injection vulnerability allows remote code execution on the appliance.,Open,High,2026-01-09,,8.6,3.1,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H,https://vendor-advisories.example.com/CVE-2023-20887,https://nvd.nist.gov/vuln/detail/CVE-2023-20887,Schedule patch within next maintenance window; apply compensating WAF/firewall rule if delayed.,Update VMware Aria Operations to a version above 8.10.,https://downloads.example.com/vmware-aria-operations,Internal-Tools,VMware Aria Operations <= 8.10,Critical,VULN-8947918,Software Vulnerability
INTERNALTOOLS-0257,10.9.115.53,Server,Windows Server 2019,Windows Wi-Fi Driver,CVE-2024-30078,A remote code execution vulnerability exists in the Windows Wi-Fi driver.,Closed,Critical,2026-06-17,2026-06-18,8.8,3.1,CVSS:3.1/AV:A/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,https://vendor-advisories.example.com/CVE-2024-30078,https://nvd.nist.gov/vuln/detail/CVE-2024-30078,Apply vendor patch immediately; isolate host from network if patch unavailable within 24h.,Update Windows Wi-Fi Driver to a version above Windows 11.,https://downloads.example.com/windows-wi-fi-driver,Internal-Tools,Windows Wi-Fi Driver <= Windows 11,Critical,VULN-3313134,Software Vulnerability
INTERNALTOOLS-0257,10.9.115.53,Server,Windows Server 2019,ConnectWise ScreenConnect,CVE-2024-1709,An authentication bypass in ScreenConnect allows an attacker to create an administrative account.,Closed,Critical,2025-11-07,2025-11-08,10.0,3.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,https://vendor-advisories.example.com/CVE-2024-1709,https://nvd.nist.gov/vuln/detail/CVE-2024-1709,Apply vendor patch immediately; isolate host from network if patch unavailable within 24h.,Update ConnectWise ScreenConnect to a version above 23.9.,https://downloads.example.com/connectwise-screenconnect,Internal-Tools,ConnectWise ScreenConnect <= 23.9,Critical,VULN-3133934,Software Vulnerability
INTERNALTOOLS-0257,10.9.115.53,Server,Windows Server 2019,nginx,CVE-2023-44487,HTTP/2 Rapid Reset allows a denial-of-service attack against affected servers.,Closed,High,2026-06-25,2026-06-28,7.5,3.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,https://vendor-advisories.example.com/CVE-2023-44487,https://nvd.nist.gov/vuln/detail/CVE-2023-44487,Schedule patch within next maintenance window; apply compensating WAF/firewall rule if delayed.,Update nginx to a version above 1.24.,https://downloads.example.com/nginx,Internal-Tools,nginx <= 1.24,Critical,VULN-4868381,Software Vulnerability
INTERNALTOOLS-0257,10.9.115.53,Server,Windows Server 2019,MOVEit Transfer,CVE-2023-34362,A SQL injection vulnerability in MOVEit Transfer allows unauthenticated remote code execution.,Open,Critical,2025-10-30,,9.8,3.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,https://vendor-advisories.example.com/CVE-2023-34362,https://nvd.nist.gov/vuln/detail/CVE-2023-34362,Apply vendor patch immediately; isolate host from network if patch unavailable within 24h.,Update MOVEit Transfer to a version above 2023.0.,https://downloads.example.com/moveit-transfer,Internal-Tools,MOVEit Transfer <= 2023.0,Critical,VULN-6551912,Software Vulnerability
INTERNALTOOLS-0257,10.9.115.53,Server,Windows Server 2019,xz-utils,CVE-2024-3094,A backdoor was discovered in xz-utils that allows remote code execution via SSH.,Closed,Critical,2025-10-15,2025-11-09,10.0,3.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H,https://vendor-advisories.example.com/CVE-2024-3094,https://nvd.nist.gov/vuln/detail/CVE-2024-3094,Apply vendor patch immediately; isolate host from network if patch unavailable within 24h.,Update xz-utils to a version above 5.6.0.,https://downloads.example.com/xz-utils,Internal-Tools,xz-utils <= 5.6.0,Critical,VULN-7004652,Software Vulnerability
